MaterialsCount: 486
Stencil Id:1, Op:Zero, Comp:Always, WriteMask:255, ReadMask:255, ColorMask:0 AlphaClip:True (Default UI Material),1
Stencil Id:1, Op:Replace, Comp:Always, WriteMask:255, ReadMask:255, ColorMask:0 AlphaClip:True (Default UI Material),1
[RunTime]warn_right,4
[RunTime]warn_left,4
[RunTime]warn_circle,4
city_building_night (Instance),184
IGG/PostPoccessing/CameraBloomCopyURP,6
map_building_no_mask+5 (Instance),1
city_area (Instance),28
Stencil Id:1, Op:Keep, Comp:Equal, WriteMask:0, ReadMask:1, ColorMask:All AlphaClip:False (Default UI Material),2
city_building_move_bottom (Instance),2
territory_line_1_lod (Instance),1
territory_line (Instance),3
city_fog (Instance),1
city_building_unmove_bottom (Instance),1
Hidden/Internal-Flare,1
map_fog_mountain (Instance),1
map_fog_lod1 (Instance),1
Hidden/UIElements/EditorUIE,3
Hidden/TimelineDetail,1
Hidden/Internal-Loading,1
Hidden/Internal-GUIRoundedRectWithColorPerBorder,2
Default UI Material,1
Hidden/BlitCopy,3
Hidden/Internal-GUITextureClipText,1
Hidden/Internal-GUITextureClip,1
Hidden/Internal-GUIRoundedRect,2
Hidden/Internal-GUITextureBlit,1
Hidden/GUITextureBlit2Linear,1
Hidden/VideoComposite,1
Hidden/VideoDecode,1
Hidden/Compositing,1
Hidden/Internal-GUITexture,1
,1
Sprites-Default,1
Font Material,7
Default-Skybox,1
Default-ParticleSystem,1
HandleLines,1
HandleDottedLines,1
2DHandleLines,1
2DHandleDottedLines,1
SkeletonGraphicDefault,1
emoji_1_001_Material,1
bieshu_1_Material,1
beier_Material,1
genisi_Material,1
jiesi_SP01_Material,1
shinubigou_Material,1
lude_Material,1
PVE LOADING N012_Material,1
zhujue_SP01_Material,1
qibing03_Material,1
road_01_01,1
road_01_02,1
road_01_03,1
UI_GrayWithMask,2
EmptyMat,1
SourceHanSansCN-Regular-2 SDF Material,1
chr_qbmt_01_m,1
eff_ray_301,1
eff_wenli_004_3,1
bld_qbz_lod6_light,1
BG_gaojizhaomu,1
eff_fangshe_009,1
eff_glow_006,1
eff_mask_015_3,1
eff_xulie_038,1
eff_ray_023,1
eff_glow_013,1
eff_glow_010_1,1
NPC_man_02,1
eff_glow_001,1
sprite_unit_fade_out,1
eff_glow_005_3,1
car_paoche01,1
eff_fangshe_014,1
eff_glow_001_1,1
bld_jzzx_lod6_light,1
BeautyRoomWall_Main,1
warn_left,1
map_sprite_lod3,1
eff_image_003_4,1
eff_fangshe_007_a,1
eff_glow_023,1
0UIEffect,1
eff_mask_041,1
eff_image_179,1
bld_deng02_lod1_light,1
eff_lizi_003,1
NPC_woman_10,1
eff_mask_016,1
eff_ray_004_1,1
map_building_1,1
sprite_unit_mine,1
eff_fangshe_003_1,1
Mask,1
eff_xulie_050,1
eff_fangshe_003_301,1
eff_mask_068_2,1
eff_ray_305,1
eff_glow_019,1
eff_ray_309,1
territory_line_inactive,1
map_building_UpgradeBoard,1
eff_glow_302,1
warn_circle,1
CitySurface_NC_02_mat 1,1
eff_fangshe_003_2,1
eff_xulie_051_3,1
eff_mask_068,1
eff_mask_027_2,1
eff_xulie_027_b,1
chr_qb_01_m,1
bld_jzjj_lod6_light,1
eff_mask_037_1,1
eff_mask_091,1
NPC_man_05,1
eff_ray_009,1
eff_lizi_001,1
eff_mask_039_3,1
city_building_night,1
bld_jzgs_lod6_light,1
eff_wenli_023,1
eff_ray_005_2,1
eff_image_179_1,1
bld_lwt_lod6_light,1
eff_glow_014,1
eff_fangshe_003,1
GrabPassBlur1,1
bld_sd_lod6_light,1
eff_ray_022_301,1
eff_glow_306,1
bld_YC_lod8_9_light,1
eff_xulie_010_b2,1
eff_xulie_039_1,1
bld_minju04_lod4_light,1
eff_mask_027_1,1
eff_ray_305_1,1
image004,1
city_night_dianguang,1
GrabPassBlur,1
eff_glow_001_2,1
eff_fangshe_013,1
eff_glow_022,1
eff_image_177,1
eff_glow_015,1
eff_xulie_059,1
CitySurface_NC_01_mat,1
bld_qsxl_lod8_light,1
eff_glow_017,1
bld_club_lod8_light,1
UI_Gray,1
eff_xulie_302,1
eff_ray_023_1,1
eff_image_101,1
eff_xulie_027_b1,1
eff_xulie_042,1
eff_mask_039_2,1
eff_image_070,1
eff_xulie_003,1
territory_line,1
eff_xulie_010_b,1
city_night_waiwei,1
eff_mask_037,1
eff_ray_010,1
eff_image_180,1
bld_ck_lod6_light,1
eff_xulie_051,1
eff_image_129,1
warn_right,1
chr_yc_01_NC,1
eff_lizi_004,1
city_night_shedeng,1
BG_putongzhaomu,1
eff_image_178,1
CitySurface_NC_02_mat 2,1
eff_jiantou_1,1
eff_glow_001_8,1
eff_glow_010,1
eff_image_177_1,1
eff_image_093,1
eff_xulie_009,1
eff_ray_034,1
eff_glow_009,1
eff_BG_sabijiesuan_03,1
eff_fangshe_003_302,1
car_paoche02_orange,1
eff_glow_020,1
eff_glow_008,1
bld_sjbc_lod8_light,1
bld_ycc_lod4_light,1
bld_ysxl_lod8_light,1
eff_glow_005,1
river_01_02,1
eff_xulie_051_1,1
eff_glow_002,1
OutlineMat,1
eff_mask_060_2,1
eff_image_118_1,1
bld_yjzx_lod8_light,1
bld_ZJD_lod10_light,1
map_city_relocate_base,1
car_paoche01_white,1
eff_ray_030,1
eff_lizi_002,1
eff_ray_009_2,1
eff_glow_001_12,1
bld_yy_lod5_light,1
territory_line_1_lod,1
eff_glow_001_5,1
UIMask,1
chr_jinzhan_01_NC,1
yongchi_girl01,1
eff_ray_307,1
eff_mask_034_1,1
bld_wzgd_lod4_light,1
eff_ray_002,1
UIDefault_Black,1
eff_xulie_010,1
IGG_Scene_Water,1
troop_line_send_troop,1
eff_mask_060,1
eff_ray_306,1
eff_glow_004_2,1
sprite_unit_no_color,1
bld_DM_lod12_4_light,1
eff_mask_053,1
eff_mask_016_1,1
eff_glow_021,1
map_building_no_mask+5,1
eff_smoke_012,1
bld_deng01_lod1_light,1
building_bottom,1
eff_image_099_1,1
river_01_01,1
eff_lizi_002_1,1
NPC_woman_07,1
CitySurface_NC_02_mat,1
eff_ray_010_01,1
I_TYPE_SceneMap_mask_10,1
eff_image_120,1
eff_xulie_058,1
car_paoche02_yellow,1
TextMeshPro/Sprite,1
